personName,countryOfCitizenship,selfMade,industries
Nerio Alessandri,Italy,True,Manufacturing
Alexandra Andresen,Norway,False,Diversified
Katharina Andresen,Norway,False,Diversified
Patricia Angelini Rossi,Chile,False,Diversified
Mori Arkin,Israel,True,Healthcare
Barbara Benetton,Italy,False,Fashion & Retail
Angela Bennett,Australia,False,Metals & Mining
Zadik Bino & family,Israel,True,Diversified
Paolo Bulgari,Italy,False,Fashion & Retail
Saket Burman,United Kingdom,False,Food & Beverage
Ahmet Calik,Turkey,True,Diversified
Safra Catz,United States,True,Technology
Chang Kuo-Hua,Taiwan,False,Logistics
Chu Jian,China,True,Manufacturing
Sandor Csanyi,Hungary,True,Diversified
Ana Lucia de Mattos Barretto Villela,Brazil,False,Finance & Investments
Federico De Nora,Italy,False,Manufacturing
Bharat Desai,United States,True,Technology
Mohammed Dewji,Tanzania,False,Diversified
Egon Durban,United States,True,Finance & Investments
Fu Mingkang & family,China,True,Manufacturing
Alan Gerry,United States,True,Media & Entertainment
Philippe Ginestet & family,France,True,Fashion & Retail
G. Gnanalingam,Malaysia,True,Logistics
Esther Grether,Switzerland,False,Fashion & Retail
Wei Gu,China,True,Manufacturing
Patrick Hanrahan,United States,True,Technology
Kenneth Hao,United States,True,Finance & Investments
Jaroslav Hascak & family,Slovakia,True,Finance & Investments
He Zhenggang,China,True,Manufacturing
Niranjan Hiranandani,India,True,Real Estate
Ho Hung Anh,Vietnam,True,Finance & Investments
Archie Hwang,Taiwan,True,Technology
Peter Jackson,New Zealand,True,Media & Entertainment
Stephen Jarislowsky,Canada,True,Finance & Investments
Rajeev Juneja,India,True,Healthcare
Ramesh Juneja,India,True,Healthcare
Ke Xiping & family,China,True,Diversified
Kim Jun-ki,South Korea,True,Diversified
Sidney Kimmel,United States,True,Fashion & Retail
Jim Koch,United States,True,Food & Beverage
Raj Kumar,Singapore,True,Real Estate
Spiro Latsis & family,Greece,False,Diversified
Peter Leibinger,Germany,False,Manufacturing
Regine Leibinger,Germany,False,Manufacturing
Nicola Leibinger-Kammueller,Germany,False,Manufacturing
Li Jianli,China,True,Manufacturing
Li Jiaquan,China,True,Manufacturing
Li Rucheng,China,True,Fashion & Retail
Li Shui-po,Taiwan,True,Manufacturing
Scott Lin,Taiwan,True,Technology
Liu Xiucai & family,United States,True,Manufacturing
Lu Zhongfang,China,True,Automotive
Lu Zongjun,China,True,Logistics
Youssef Mansour,Egypt,True,Diversified
Bruce Mathieson,Australia,True,Real Estate
Romano Minozzi,Italy,True,Diversified
Greg Mondre,United States,True,Finance & Investments
Mario Moretti Polegato & family,Italy,True,Fashion & Retail
Robert Mouawad,Lebanon,False,Service
Jerry Moyes & family,United States,True,Logistics
John Ocampo,United States,True,Technology
Stefan Olsson,Sweden,False,Diversified
Rubens Ometto Silveira Mello,Brazil,False,Energy
Anne Marie See Pastor,Peru,False,Finance & Investments
George Pastor,Peru,False,Finance & Investments
Nelson Peltz,United States,True,Finance & Investments
David Penaloza Alanis,Mexico,False,Construction & Engineering
Karl-Johan Persson,Sweden,False,Fashion & Retail
Mike Repole,United States,True,Food & Beverage
Duke Reyes,United States,False,Food & Beverage
Kishin RK,Singapore,False,Real Estate
Carlos Rodriguez-Pastor,Peru,False,Finance & Investments
Christopher Rokos,United Kingdom,True,Finance & Investments
John Ruiz,United States,True,Service
Sheryl Sandberg,United States,True,Technology
Amnon Shashua,Israel,True,Automotive
Ben Silbermann,United States,True,Media & Entertainment
Ron Sim,Singapore,True,Fashion & Retail
Leonid Simanovsky,Russia,True,Finance & Investments
Basudeo Singh,India,True,Healthcare
Frank Slootman,United States,True,Technology
Terry Snow,Australia,True,Real Estate
Axel Stawski,United States,True,Real Estate
Thomas Steyer,United States,True,Finance & Investments
Sergei Studennikov & family,Russia,True,Fashion & Retail
Su Suyu & family,China,True,Real Estate
Kevin Systrom,United States,True,Technology
Tan Lili,China,True,Food & Beverage
Tang Binsen,China,True,Food & Beverage
Tang Rui,China,True,Technology
Prachak Tangkaravakoon,Thailand,True,Manufacturing
Jeff Tangney,United States,True,Healthcare
Yuequn Tao,China,True,Fashion & Retail
David Teoh,Australia,True,Telecom
Carmen Thyssen,Spain,False,Manufacturing
Tran Ba Duong & family,Vietnam,True,Automotive
Kenny Troutt,United States,True,Telecom
Jens von Bahr,Sweden,True,Gambling & Casinos
Wang Junmin,China,True,Healthcare
Weng Xianding,China,True,Healthcare
Farris Wilks,United States,True,Energy
Gordon Wu,Hong Kong,True,Real Estate
Xiong Wu,China,True,Technology
Xu Zhenhua,China,True,Media & Entertainment
Xu Zhihan,China,True,Technology
Tingdong Yang,China,True,Food & Beverage
Michael Minhong Yu,China,True,Service
Justin Yuan,China,True,Media & Entertainment
Zhang Bangxin,China,True,Service
Zhang Hong,China,True,Energy
Zhou Zongwen & family,China,True,Fashion & Retail
Antti Aarnio-Wihuri,Finland,False,Diversified
Alberto Alcocer,Spain,True,Finance & Investments
Nigel Austin,Australia,True,Fashion & Retail
Binny Bansal,India,True,Technology
Girdhari Lal Bawri,India,True,Healthcare
John Bloor,United Kingdom,True,Diversified
Vladimir Bogdanov,Russia,True,Energy
Amit Burman,India,False,Food & Beverage
Cai Jianyong,China,True,Metals & Mining
Steve Case,United States,True,Technology
Chen Wenyuan & family,China,True,Technology
Chua Thian Poh,Singapore,True,Real Estate
Sasson Dayan & family,Brazil,True,Finance & Investments
Chris Ellison,Australia,True,Metals & Mining
John Farber,United States,True,Manufacturing
J. Christopher Flowers,United States,True,Finance & Investments
Reinold Geiger,Austria,True,Fashion & Retail
Ali Ghodsi,Sweden,True,Technology
Lance Gokongwei,Philippines,False,Diversified
Guan Yihong,China,True,Food & Beverage
Rajinder Gupta,India,True,Manufacturing
Torstein Hagen,Norway,True,Service
Ayman Hariri,Lebanon,False,Construction & Engineering
Alfredo Harp Helu & family,Mexico,True,Finance & Investments
He Xiaopeng,China,True,Automotive
Christoph Henkel,Germany,False,Fashion & Retail
Daniel Hirschfeld,United States,False,Fashion & Retail
Drew Houston,United States,True,Technology
Huang Jinxiang & family,China,True,Manufacturing
Rameshchandra Jain,India,True,Manufacturing
Ke Zunhong & family,China,True,Healthcare
Kim Taek-jin,South Korea,True,Media & Entertainment
Koh Wee Meng,Singapore,True,Real Estate
Sergei Kolesnikov,Russia,True,Manufacturing
Hemendra Kothari,India,False,Finance & Investments
Sebastian Kulczyk,Poland,False,Finance & Investments
Kwee Liong Keng,Singapore,False,Real Estate
Kwee Liong Phing,Singapore,False,Real Estate
Kwee Liong Seen,Singapore,False,Real Estate
Kwee Liong Tek,Singapore,False,Real Estate
Kwek Leng Keow,Singapore,False,Diversified
Kwek Leng Peck,Singapore,False,Diversified
Raymond Kwok,Hong Kong,False,Real Estate
Lee Ho-jin,South Korea,False,Diversified
Michael Lee-Chin,Canada,True,Finance & Investments
Manfredi Lefebvre d'Ovidio & family,Italy,False,Service
Bernard Lewis & family,United Kingdom,True,Fashion & Retail
Li Jinyang,China,False,Metals & Mining
William Li,China,True,Automotive
Jenny Lindén Urnes,Sweden,False,Manufacturing
Liu Fangyi,China,True,Healthcare
K.C. Liu,Taiwan,True,Technology
Liu Ming Chung,Brazil,True,Manufacturing
Anatoly Lomakin,Russia,True,Metals & Mining
Brandt Louie,Canada,False,Food & Beverage
Lucia Maggi & family,Brazil,True,Diversified
Gary Magness,United States,False,Media & Entertainment
Mao Lixiang & family,China,True,Technology
David McMurtry,United Kingdom,True,Manufacturing
Deepak Mehta,India,False,Manufacturing
Miao Shouliang,China,True,Real Estate
Miao Yongjun,China,True,Healthcare
Yoshiko Mori,Japan,False,Real Estate
Marius Nacht,Israel,True,Technology
Tadako Nakatani,Japan,False,Healthcare
Vadim Novinsky,Ukraine,True,Metals & Mining
Niti Osathanugrah,Thailand,False,Finance & Investments
Gretel Packer,Australia,False,Finance & Investments
Pan Longquan,China,True,Manufacturing
Pan Shiyi,China,True,Real Estate
David Paul,United States,True,Healthcare
Tom Persson,Sweden,False,Fashion & Retail
Qian Jinghong,China,True,Automotive
Qin Long,China,True,Manufacturing
M.Satyanarayana Reddy,India,True,Healthcare
Mochtar Riady & family,Indonesia,True,Diversified
Rihanna,Barbados,True,Fashion & Retail
Boris Rotenberg,Russia,True,Construction & Engineering
Subhash Runwal,India,True,Real Estate
Igor Rybakov,Russia,True,Manufacturing
Carlos Sanchez,Brazil,False,Healthcare
Martin Selig,United States,True,Real Estate
Airat Shaimiev,Russia,True,Energy
Radik Shaimiev,Russia,True,Energy
Nobutoshi Shimamura,Japan,True,Fashion & Retail
Jared Smith,United States,True,Technology
Charlotte Soderstrom,Sweden,False,Fashion & Retail
Anand Surana,India,False,Healthcare
Dilip Surana,India,False,Healthcare
Wilma Tisch,United States,False,Finance & Investments
Jianyi Wang,China,True,Technology
Wang Jilei,China,True,Logistics
Shuifu Wang,China,True,Manufacturing
Wang Yanqing & family,China,False,Manufacturing
Wang Zelong,China,False,Metals & Mining
Werner O. Weber,Switzerland,True,Manufacturing
Anne Werninghaus,Brazil,False,Manufacturing
"Alfred West, Jr.",United States,True,Finance & Investments
Bo Wu,China,True,Manufacturing
Wu Chaoqun,China,True,Manufacturing
Swift Xie,China,True,Technology
Xu Guozhong & family,China,True,Manufacturing
Yao Kuizhang,China,True,Food & Beverage
Yu Peidi,Hong Kong,True,Real Estate
Yuan Liping,Canada,False,Healthcare
Zhang Chuanwei & family,China,True,Manufacturing
Zhang Keqiang,China,True,Real Estate
Zhang Xin,China,True,Real Estate
Xinghai Zhang & family,China,True,Manufacturing
Zheng Jianjiang & family,China,True,Manufacturing
Zhong Sheng Jian,Singapore,True,Real Estate
Zhou Chengjian,China,True,Fashion & Retail
Boris Zingarevich,Russia,True,Diversified
A. Jayson Adair,United States,True,Automotive
Soegiarto Adikoesoemo,Indonesia,True,Logistics
Rajendra Agarwal,India,True,Healthcare
Chirayu Amin,India,False,Healthcare
Anant Asavabhokhin,Thailand,True,Real Estate
Roman Avdeev,Russia,True,Finance & Investments
Ziv Aviram,Israel,True,Automotive
Sachin Bansal,India,True,Fashion & Retail
Kiki Barki,Indonesia,True,Energy
Elena Baturina,Russia,True,Construction & Engineering
Banwari Lal Bawri,India,True,Healthcare
Othman Benjelloun & family,Morocco,False,Finance & Investments
Hari Bhartia,India,False,Diversified
Shyam Bhartia,India,False,Healthcare
Stewart Butterfield,Canada,True,Technology
Cai Mingtong,China,True,Technology
Anthony Casalena,United States,True,Technology
Chang Jianming & family,China,True,Manufacturing
Richard Chang,Taiwan,True,Real Estate
Chen Xuehua,China,True,Metals & Mining
Chen Yin,China,True,Manufacturing
Chin Jong Hwa,Taiwan,True,Automotive
R. Marcelo Claure,United States,True,Telecom
Alberto Cortina,Spain,True,Finance & Investments
Eduardo Costantini,Argentina,True,Real Estate
Wenjun Dai,China,True,Food & Beverage
Anand Deshpande,India,True,Technology
Aydin Dogan,Turkey,True,Media & Entertainment
Annalisa Doris,Italy,False,Finance & Investments
Massimo Doris,Italy,False,Finance & Investments
Weimin Du,China,True,Healthcare
Timothy Dunn & family,United States,True,Energy
Keiko Erikawa,Japan,True,Media & Entertainment
Yoichi Erikawa,Japan,True,Media & Entertainment
Philip Fayer,Canada,True,Finance & Investments
Marvy Finger,United States,True,Real Estate
Simona Giorgetta,Italy,False,Construction & Engineering
Joel Greenberg,United States,True,Finance & Investments
He Zhiping,China,True,Finance & Investments
Heikki Herlin,Finland,False,Manufacturing
Hoi Kin Hong,Macau,True,Real Estate
Lillyn Teh Li Hua,Malaysia,False,Finance & Investments
Gregg Hymowitz,United States,True,Finance & Investments
Mitchell Jacobson,United States,False,Service
Anurang Jain,India,True,Manufacturing
Jiang Guiting & family,China,True,Manufacturing
Jin Xin,China,True,Manufacturing
Conni Jonsson,Sweden,True,Finance & Investments
George Joseph,United States,True,Finance & Investments
Laurent Junique,France,True,Technology
Zbigniew Juroszek & family,Poland,True,Diversified
Alexander Karp,United States,True,Technology
Joe Kiani,United States,True,Healthcare
Seth Klarman,United States,True,Finance & Investments
Kagemasa Kozuki,Japan,True,Technology
Michael Krasny,United States,True,Technology
Eduard Kucera,Czech Republic,True,Technology
Kristo Käärmann,Estonia,True,Finance & Investments
Gary Lauder,United States,False,Fashion & Retail
Lee Hae-jin,South Korea,True,Technology
Art Levinson,United States,True,Diversified
Li Denghai,China,True,Food & Beverage
Fengluan Li,China,True,Diversified
Li Yongqing,China,True,Manufacturing
Li Zhigang,China,True,Manufacturing
Liu Gexin & family,China,True,Healthcare
Itamar Locks & family,Brazil,False,Food & Beverage
Lu Hongyan,China,True,Media & Entertainment
Lv Jianming,Hong Kong,True,Healthcare
Blairo Maggi,Brazil,False,Food & Beverage
Yasseen Mansour,Egypt,True,Diversified
Charlwin Mao,China,True,Fashion & Retail
George Marcus,United States,True,Real Estate
Yves-Loic Martin,France,True,Healthcare
Carsten Maschmeyer,Germany,True,Finance & Investments
Lillian Teh Li Ming,Malaysia,False,Finance & Investments
Martin Moller Nielsen,Denmark,True,Logistics
Jahm Najafi,United States,True,Finance & Investments
Randal Nardone,United States,True,Finance & Investments
Nguyen Dang Quang,Vietnam,True,Food & Beverage
Kazuo Okada,Japan,True,Gambling & Casinos
John Oyler,United States,True,Healthcare
William Teh Lee Pang,Malaysia,False,Finance & Investments
George Pedersen & family,United States,True,Manufacturing
Qu Miranda,China,True,Fashion & Retail
Jupally Rameshwar Rao,India,True,Real Estate
G. M. Rao,India,True,Logistics
P.V. Ramprasad Reddy,India,True,Healthcare
Satish Reddy,India,False,Healthcare
Fernando Roig,Spain,False,Fashion & Retail
Igor Rotenberg,Russia,True,Diversified
Seifeddin Rustamov,Russia,True,Manufacturing
Deniz Sahenk,Turkey,False,Diversified
Nobutada Saji,Japan,False,Food & Beverage
Hajime Satomi,Japan,True,Gambling & Casinos
James Scapa,United States,True,Technology
Stephan Schnabel,Germany,False,Manufacturing
Devi Shetty,India,True,Healthcare
Albert Shigaboutdinov,Russia,True,Diversified
Diana Teh Li Shing,Malaysia,False,Finance & Investments
Denis Shtengelov,Russia,True,Food & Beverage
Fei Song,China,True,Manufacturing
Hal Steinbrenner,United States,False,Sports
Jessica Steinbrenner,United States,False,Sports
Jennifer Steinbrenner Swindal,United States,False,Sports
Konstantin Strukov & family,Russia,True,Metals & Mining
Rustem Sulteev,Russia,True,Energy
Clemens Toennies,Germany,True,Food & Beverage
Robert Toennies,Germany,False,Food & Beverage
John Van Lieshout,Australia,True,Real Estate
Pongsak Viddayakorn,Thailand,True,Healthcare
Wang Jianguo,China,True,Fashion & Retail
Junjin Wang,China,True,Service
Wang Mingwang,China,True,Manufacturing
Wei Lidong & family,China,True,Technology
Myron Wentz,St. Kitts and Nevis,True,Fashion & Retail
Wu Xiaoge,China,True,Manufacturing
Wu Xushun & family,China,True,Diversified
Xiong Xiaochuan,China,True,Healthcare
Xu Shaochun,China,True,Technology
Yan Jane & family,China,True,Technology
Zeng Chaoyi,China,True,Manufacturing
Peng Zhao,China,True,Service
Zhao Tongtong,Canada,True,Service
Kostyantin Zhevago,Ukraine,True,Metals & Mining
Zong Yanmin,China,True,Manufacturing
Sanjay Agarwal,India,True,Finance & Investments
Hamad bin Jassim bin Jaber Al Thani,Qatar,False,Finance & Investments
Joao Alves de Queiroz Filho,Brazil,True,Diversified
Jose Maria Aristrain,Spain,False,Metals & Mining
Michael Arougheti,United States,True,Finance & Investments
Tope Awotona,United States,True,Technology
Mehmet Aydinlar,Turkey,True,Healthcare
Danna Azrieli,Israel,False,Real Estate
Naomi Azrieli,Canada,False,Real Estate
Sharon Azrieli,Canada,False,Real Estate
Bai Houshan,China,True,Energy
Thomas Bailey,United States,True,Finance & Investments
Bernhard Braun-Luedicke,Germany,False,Healthcare
Eva Maria Braun-Luedicke,Germany,False,Healthcare
Friederike Braun-Luedicke,Germany,False,Healthcare
Jeffrey Cheah,Malaysia,True,Real Estate
Chen Xianbao & family,China,True,Food & Beverage
Cheng Xianfeng,China,True,Healthcare
Chung Yong-jin,South Korea,False,Fashion & Retail
Darwin Deason,United States,True,Service
Diego Della Valle,Italy,False,Fashion & Retail
Ashwin Desai,India,True,Manufacturing
Richard Desmond,United Kingdom,True,Media & Entertainment
Ding Shui Po,China,False,Fashion & Retail
Sefik Yilmaz Dizdar,Turkey,True,Fashion & Retail
Mathias Doepfner,Germany,False,Media & Entertainment
Farhad Ebrahimi,United States,True,Manufacturing
Jose Roberto Ermirio de Moraes,Brazil,False,Diversified
Jose Ermirio de Moraes Neto,Brazil,False,Diversified
Fang Hongbo,China,True,Manufacturing
David Feffer,Brazil,False,Manufacturing
Zsolt Felcsuti,Hungary,True,Manufacturing
Ben Francis,United Kingdom,True,Fashion & Retail
Gary Friedman,United States,True,Fashion & Retail
Dan Gertler,Israel,False,Metals & Mining
Balkrishan Goenka,India,True,Manufacturing
Lawrence Golub,United States,True,Finance & Investments
Saroj Rani Gupta,India,True,Manufacturing
Anthony Hall,Australia,True,Technology
Fahed Hariri,Lebanon,False,Construction & Engineering
Richard Hayne,United States,True,Fashion & Retail
Michael Heine,Australia,True,Finance & Investments
Orion Hindawi,United States,True,Technology
Lawrence Ho,Hong Kong,False,Gambling & Casinos
Huang Guanlin,China,True,Fashion & Retail
Sam Hupert,Australia,True,Technology
Mohammed Ibrahim,United Kingdom,True,Telecom
Shirley Kao,Taiwan,False,Food & Beverage
David Kaplan,United States,True,Finance & Investments
Kim Kardashian,United States,True,Fashion & Retail
Ke Guihua,China,True,Manufacturing
Ke Yunfeng & family,China,True,Healthcare
Alexander Klyachin,Russia,True,Real Estate
Christine Knauf,Germany,False,Manufacturing
Karl Knauf,Germany,False,Manufacturing
Suresh Krishna,India,False,Automotive
Guy Laliberté,Canada,True,Media & Entertainment
Lee Su-jin,South Korea,True,Technology
Li Guoqing,China,True,Manufacturing
Li Li,China,True,Healthcare
Li Ruiqiang,China,True,Healthcare
Zhen Li & family,China,True,Manufacturing
Guangwei Liang,China,True,Manufacturing
Liu Ming Hui,China,True,Energy
Frederic Luddy,United States,True,Technology
"Cargill MacMillan, III.",United States,False,Food & Beverage
John MacMillan,United States,False,Food & Beverage
Martha MacMillan,United States,False,Food & Beverage
William MacMillan,United States,False,Food & Beverage
Keshub Mahindra,India,False,Diversified
Mao Zhongwu,China,True,Manufacturing
Jorge Mas,United States,False,Construction & Engineering
Lorinc Meszaros,Hungary,True,Diversified
Jeffrey Michael & family,United States,True,Technology
Alan Miller & family,United States,True,Healthcare
Ulrich Mommert & family,Austria,True,Automotive
Neide Helena de Moraes,Brazil,False,Diversified
Scott Nuttall,United States,True,Finance & Investments
Kailashchandra Nuwal,India,False,Manufacturing
Axel Oberwelland & family,Germany,False,Food & Beverage
Jonathan Oringer,United States,True,Technology
Vitaly Orlov,Russia,True,Food & Beverage
Jose Isaac Peres & family,Brazil,True,Real Estate
Markus Persson,Sweden,True,Media & Entertainment
Mark Pincus,United States,True,Technology
Murdaya Poo,Indonesia,False,Diversified
Forrest Preston,United States,True,Healthcare
Qian Ying,China,True,Food & Beverage
Jimmy Rane,United States,True,Manufacturing
Andrei Rappoport,Russia,True,Finance & Investments
Hugo Ribeiro & family,Brazil,False,Food & Beverage
Bennett Rosenthal,United States,True,Finance & Investments
Atul Ruia,India,False,Real Estate
Thomas Sandell,Sweden,True,Finance & Investments
Francesco Saputo,Canada,False,Food & Beverage
Dhruv Sawhney,India,False,Construction & Engineering
Gerald Schwartz,Canada,True,Finance & Investments
Antonio Luiz Seabra,Brazil,True,Fashion & Retail
Eric Ya Shen,China,True,Technology
Sytse 'Sid' Sijbrandij,Netherlands,True,Technology
Alexander Sixt,Germany,False,Automotive
Konstantin Sixt,Germany,False,Automotive
Edwin Soeryadjaya,Indonesia,False,Energy
Abhay Soi,India,True,Healthcare
Mike Speiser,United States,True,Technology
Marco Squinzi,Italy,False,Construction & Engineering
Veronica Squinzi,Italy,False,Construction & Engineering
Michael Steinhardt,United States,True,Finance & Investments
Ion Stoica,Romania,True,Technology
Eddy Sugianto,Indonesia,True,Metals & Mining
Luc Tack,Belgium,True,Manufacturing
Tony Tan Caktiong,Philippines,True,Food & Beverage
Xiuguo Tang,China,True,Manufacturing
Sam Tarascio,Australia,True,Real Estate
Lina Tombolato,Italy,False,Finance & Investments
Ching Bor Tung,China,True,Manufacturing
Joop van den Ende,Netherlands,True,Media & Entertainment
Ruben Vardanyan & family,Armenia,True,Finance & Investments
Sandro Veronesi & family,Italy,True,Fashion & Retail
Thongma Vijitpongpun,Thailand,True,Real Estate
Thomas von Koch,Sweden,True,Finance & Investments
Wang Fuji,China,True,Healthcare
Wang Shih-Chung,Taiwan,True,Manufacturing
Wang Xiaoshen,China,True,Manufacturing
J. Wayne Weaver,United States,True,Diversified
Drorit Wertheim,Israel,False,Food & Beverage
Cameron Winklevoss,United States,True,Finance & Investments
Tyler Winklevoss,United States,True,Finance & Investments
Wu Chung-yi,Taiwan,False,Manufacturing
Eugene Wu,Taiwan,False,Finance & Investments
Wu Yonghua,China,True,Fashion & Retail
Xia Xinde,China,True,Manufacturing
Wenbo Xiang,China,True,Manufacturing
Xu Jin,China,True,Food & Beverage
Xu Shijun & family,China,True,Manufacturing
Wanmao Xu,China,True,Service
Xu Yuejuan,China,True,Manufacturing
Vadim Yakunin,Russia,True,Healthcare
Yang Yunyun,China,True,Fashion & Retail
Matei Zaharia,Romania,True,Technology
Zan Shengda,China,True,Diversified
Zhang Xuezheng,China,True,Technology
Zhang Yin,China,True,Manufacturing
Ning Zhao,United States,True,Healthcare
Zhou Wen & family,China,True,Manufacturing
Zhu Xingliang,China,True,Construction & Engineering
Hari Krishan Agarwal,India,True,Fashion & Retail
Farkhad Akhmedov,Russia,True,Energy
Prem Kumar Arora,India,False,Healthcare
Joseph Bae,United States,True,Finance & Investments
Abigail Bennett,United States,False,Food & Beverage
Sara Blakely,United States,True,Fashion & Retail
Lloyd Blankfein,United States,True,Finance & Investments
Henadiy Boholyubov,Ukraine,True,Diversified
Stephane Bonvin,Switzerland,True,Real Estate
Oleg Boyko,Russia,True,Diversified
Ryan Breslow,United States,True,Technology
Thomas Bruch,Germany,False,Fashion & Retail
Marina Budiman,Indonesia,True,Technology
Pradip Burman,India,False,Food & Beverage
Cai Hongbin,China,True,Healthcare
Cao Kejian,China,True,Manufacturing
Giuliana Caprotti,Italy,False,Food & Beverage
Marina Caprotti,Italy,False,Food & Beverage
Chang Jing,China,True,Technology
Chen Baohua,China,True,Healthcare
Gang Chen,China,True,Energy
Liying Chen,China,True,Logistics
Tony Chen,Taiwan,True,Technology
Chen Xueling,China,True,Manufacturing
Cheng Lili,China,True,Food & Beverage
Cho Jyh-jer,Taiwan,True,Technology
Weili Dai,United States,True,Technology
Carmen Daurella Aguilera,Spain,False,Food & Beverage
Deng Yingzhong,China,True,Manufacturing
Shlomo Eliahu,Israel,True,Finance & Investments
Henry Engelhardt,United States,True,Finance & Investments
Gabriel Escarrer,Spain,True,Service
Daniel Feffer,Brazil,False,Manufacturing
Ruben Feffer,Brazil,False,Manufacturing
Gleb Fetisov,Russia,True,Telecom
Paul Fireman,United States,True,Fashion & Retail
Robert Fisher,United States,False,Fashion & Retail
Bernd Freier,Germany,True,Fashion & Retail
Donald Friese,United States,True,Manufacturing
Gan Zhongru,China,True,Healthcare
Rahul Gautam,India,False,Fashion & Retail
David Golub,United States,True,Finance & Investments
Pavel Golubkov,Russia,True,Real Estate
Cristina Green,United Kingdom,True,Fashion & Retail
Philip Green,United Kingdom,True,Fashion & Retail
Said Gutseriev,Russia,False,Energy
Polys Haji-Ioannou,Cyprus,False,Service
He Zuxun,China,True,Food & Beverage
Christian Herz,Germany,False,Finance & Investments
Michaela Herz,Germany,False,Finance & Investments
David Hindawi,United States,True,Technology
Huang Shan,China,True,Technology
Huang Xiaofen & family,China,True,Technology
Hiroshi Ishibashi,Japan,False,Automotive
Masayuki Ishihara,Japan,False,Gambling & Casinos
Chatchai Kaewbootta,Thailand,True,Finance & Investments
Nikhil Kamath,India,True,Finance & Investments
Jonas Kamprad,Sweden,False,Finance & Investments
Mathias Kamprad,Sweden,False,Finance & Investments
Peter Kamprad,Sweden,False,Finance & Investments
Fumio Kaneko,Japan,True,Service
Sunjay Kapur,United States,False,Automotive
Ali Metin Kazanci,Turkey,True,Energy
Kangbao Ke & family,China,True,Healthcare
Carsten Koerl,Germany,True,Sports
Koo Bon-sik,South Korea,False,Technology
Andrei Kosogov,Russia,True,Energy
Yogesh Kothari,India,True,Manufacturing
Arvind Lal,India,False,Healthcare
Manuel Lao Hernández,Spain,True,Gambling & Casinos
Lee Joong-keun,South Korea,True,Construction & Engineering
Nancy Lerner,United States,False,Finance & Investments
Norma Lerner,United States,False,Finance & Investments
Randolph Lerner,United States,False,Finance & Investments
Lin Zhijun,China,True,Healthcare
Lin Zhixiong & family,China,True,Healthcare
Jeffrey Lorberbaum,United States,False,Manufacturing
Lu Rongfu,China,True,Telecom
Lyu Yixiong,China,True,Fashion & Retail
Soichiro Minami,Japan,True,Technology
Pawan Munjal,India,False,Automotive
Renu Munjal,India,False,Automotive
Suman Munjal,India,False,Automotive
Dmitry Nikolaev,Russia,True,Energy
Sjamsul Nursalim,Indonesia,False,Automotive
Adrian Paval,Romania,True,Fashion & Retail
Antonio Percassi,Italy,True,Diversified
Kevin Plank,United States,True,Fashion & Retail
G.V. Prasad,India,False,Healthcare
Pu Zhongjie & family,China,True,Healthcare
Rao Wei & family,China,True,Healthcare
Helena Revoredo,Spain,False,Service
Matthew Roszak,United States,True,Finance & Investments
Paul Sciarra,United States,True,Technology
Rajesh Sharma,India,False,Finance & Investments
Dean Solon,United States,True,Energy
Michael Spencer,United Kingdom,True,Finance & Investments
Joseph Steinberg,United States,True,Finance & Investments
Zachary Stern,United States,False,Food & Beverage
Manny Stul,Australia,True,Manufacturing
Sun Hongjun,China,True,Technology
Sun Weijie,China,True,Manufacturing
Sehat Sutardja,United States,True,Technology
Min-Liang Tan,Singapore,True,Media & Entertainment
Tan Yu Yeh,Malaysia,True,Fashion & Retail
Tang Aoqi & family,China,True,Automotive
Vonnarat Tangkaravakoon,Thailand,False,Manufacturing
Tsao Ter-fung,Taiwan,True,Food & Beverage
Tung Ching Sai,China,True,Manufacturing
Arkady Volozh,Russia,True,Technology
Peter-Alexander Wacker,Germany,False,Manufacturing
Wan Long,China,True,Food & Beverage
Wang Han,China,False,Diversified
Lars Wingefors,Sweden,True,Media & Entertainment
Allan Wong,Hong Kong,True,Manufacturing
Tiger Woods,United States,True,Sports
Horst Wortmann,Germany,True,Fashion & Retail
Wu Kaiting,Hong Kong,True,Telecom
Wu Li-gann,Taiwan,True,Manufacturing
Wu Xiangdong,China,True,Food & Beverage
Xiu Laigui,China,True,Healthcare
Xu Jiangnan,China,True,Healthcare
Xue Jiping,China,True,Telecom
Yao Hsiao Tung,Singapore,True,Manufacturing
Ye Qiongjiu,China,True,Technology
Yanqiao Ye,China,True,Food & Beverage
Yeh Kuo-I,Taiwan,True,Manufacturing
Yu Faxiang,China,True,Media & Entertainment
Zeng Chaolin,China,False,Metals & Mining
Kapeng Zhang,China,True,Construction & Engineering
Zhang Xuansong,China,True,Fashion & Retail
Zhang Xuewu,China,True,Food & Beverage
Zhu Yiming,China,True,Technology
Zhu Zhaojiang,China,True,Manufacturing
Zhuo Jun,Hong Kong,False,Manufacturing
Manohar Lal Agarwal,India,False,Food & Beverage
Christian Angermayer,Germany,True,Finance & Investments
Ryuji Arai,Japan,True,Fashion & Retail
Anna Maria Braun,Germany,False,Healthcare
Johanna Braun,Germany,False,Healthcare
Karl Friedrich Braun,Germany,False,Healthcare
Ludwig Theodor Braun,Germany,False,Healthcare
Ana Maria Brescia Cafferata,Peru,False,Diversified
Jimmy Buffett,United States,True,Media & Entertainment
